asn,cone_asns,cone_prefixes,cone_addresses
39740,1,1,4096
39719,1,2,4096
39662,1,2,4096
39620,1,1,4096
39512,1,1,4096
39509,1,1,4096
39478,1,1,4096
39464,1,6,4096
39434,1,4,4096
39295,1,3,4096
39277,1,2,4096
39228,1,17,4096
39218,1,1,4096
39214,1,5,4096
39202,1,1,4096
39144,1,5,4096
39118,1,1,4096
39104,1,4,4096
39065,1,13,4096
39042,1,4,4096
38984,1,10,4096
38969,1,1,4096
38948,1,1,4096
38868,1,4,4096
38652,1,1,4096
38538,1,1,4096
38528,1,1,4096
38521,1,16,4096
38500,1,16,4096
38416,1,17,4096
38378,1,1,4096
38367,1,1,4096
38358,1,1,4096
38330,1,13,4096
38260,1,17,4096
38153,1,16,4096
38147,1,4,4096
38143,1,15,4096
38142,1,16,4096
38117,1,16,4096
37970,1,13,4096
37898,1,1,4096
37690,1,8,4096
37688,1,2,4096
37673,1,7,4096
37670,1,10,4096
37658,1,10,4096
37624,2,8,4096
37616,1,8,4096
37608,1,1,4096
37605,1,17,4096
37582,2,10,4096
37570,1,2,4096
37531,2,15,4096
37524,2,2,4096
37503,1,2,4096
37487,1,1,4096
37424,2,4,4096
37423,1,3,4096
37421,1,1,4096
37323,1,1,4096
37322,1,2,4096
37317,1,3,4096
37263,1,1,4096
36945,1,6,4096
36939,1,10,4096
36900,1,1,4096
36861,1,8,4096
36856,1,2,4096
36720,1,1,4096
36696,1,1,4096
36695,1,1,4096
36651,1,1,4096
36612,1,1,4096
36538,1,1,4096
36521,1,3,4096
36518,1,3,4096
36508,1,16,4096
36487,1,16,4096
36463,1,1,4096
36396,1,1,4096
36369,1,1,4096
36345,1,15,4096
36319,1,1,4096
36316,1,3,4096
36170,1,16,4096
36099,1,16,4096
36063,1,1,4096
36053,1,11,4096
36041,1,1,4096
36029,1,16,4096
35979,1,2,4096
35975,1,18,4096
35960,1,8,4096
35904,1,7,4096
35833,1,3,4096
35778,1,1,4096
35770,1,1,4096
35755,1,1,4096
35704,1,8,4096
35564,1,7,4096
35551,1,3,4096
35546,1,1,4096
35535,1,2,4096
35516,1,2,4096
35515,1,1,4096
35495,1,1,4096
35492,1,3,4096
35429,1,1,4096
35411,1,3,4096
35382,1,2,4096
35365,1,3,4096
35207,1,3,4096
35182,1,5,4096
35131,1,7,4096
35129,1,1,4096
35108,1,3,4096
35062,1,1,4096
35025,1,10,4096
35006,1,5,4096
34969,1,8,4096
34965,1,1,4096
34943,1,1,4096
34917,1,2,4096
34894,1,2,4096
34824,1,11,4096
34816,1,2,4096
34804,1,10,4096
34707,1,1,4096
34699,1,1,4096
34697,1,10,4096
34687,1,1,4096
34674,1,1,4096
34666,1,10,4096
34620,1,1,4096
34613,1,1,4096
34586,1,1,4096
34580,1,3,4096
34536,1,1,4096
34500,1,2,4096
34490,1,1,4096
34434,1,13,4096
34404,1,1,4096
34360,1,2,4096
34327,1,2,4096
34322,1,1,4096
34273,2,3,4096
34234,1,1,4096
34083,1,1,4096
34078,1,4,4096
34035,1,3,4096
33964,1,6,4096
33901,1,1,4096
33864,1,2,4096
33859,1,3,4096
33819,1,17,4096
33801,1,1,4096
33758,1,2,4096
33728,1,17,4096
33686,1,1,4096
33638,1,2,4096
33618,1,9,4096
33563,1,1,4096
33552,1,2,4096
33501,1,6,4096
33497,1,16,4096
33430,1,3,4096
33412,1,1,4096
33346,1,12,4096
33292,1,10,4096
33226,1,1,4096
33211,1,16,4096
33168,1,13,4096
33167,1,7,4096
33149,1,3,4096
32986,1,2,4096
32900,1,1,4096
32883,1,2,4096
32881,1,8,4096
32866,1,12,4096
32768,1,2,4096
32765,1,1,4096
32755,1,1,4096
32674,1,1,4096
32539,1,2,4096
32365,1,1,4096
32363,1,16,4096
32287,1,16,4096
32273,1,1,4096
32160,1,1,4096
32023,1,1,4096
31958,1,1,4096
31950,1,3,4096
31920,1,9,4096
31875,1,1,4096
31871,1,5,4096
31869,1,7,4096
31864,1,1,4096
31850,1,8,4096
31845,2,5,4096
31827,1,2,4096
31785,1,2,4096
31777,1,5,4096
31745,1,1,4096
31723,1,1,4096
31697,1,1,4096
31695,1,9,4096
31669,2,7,4096
31634,1,2,4096
31575,1,1,4096
31570,1,1,4096
31505,1,4,4096
31498,1,1,4096
31474,1,9,4096
31459,1,1,4096
31422,1,1,4096
31403,1,1,4096
31383,1,2,4096
31303,1,1,4096
31277,3,8,4096
31259,1,3,4096
31244,2,7,4096
31241,1,5,4096
31211,2,3,4096
31152,1,2,4096
31144,1,1,4096
31130,1,2,4096
31056,1,2,4096
31004,1,6,4096
30987,1,3,4096
30984,1,1,4096
30856,1,3,4096
30830,1,1,4096
30811,1,1,4096
30754,1,2,4096
30753,1,3,4096
30727,1,1,4096
30712,1,17,4096
30588,1,18,4096
30539,3,12,4096
30481,1,1,4096
30455,1,2,4096
30350,1,1,4096
30343,1,16,4096
30313,1,13,4096
30243,1,17,4096
30200,1,11,4096
30149,1,1,4096
30142,1,1,4096
30090,1,10,4096
30063,1,2,4096
30062,1,5,4096
30049,1,16,4096
30048,2,15,4096
30047,1,10,4096
30035,1,16,4096
29948,1,1,4096
29941,1,1,4096
29927,1,1,4096
29876,1,5,4096
29836,1,1,4096
29828,1,6,4096
29654,1,1,4096
29617,1,1,4096
29609,1,1,4096
29598,1,8,4096
29584,1,16,4096
29581,1,1,4096
29526,1,1,4096
29517,1,1,4096
29435,1,1,4096
29404,1,1,4096
29388,1,1,4096
29363,1,5,4096
29341,1,1,4096
29312,1,17,4096
29270,1,1,4096
29263,1,5,4096
29161,1,4,4096
29145,1,1,4096
29143,1,3,4096
29097,1,1,4096
29086,1,5,4096
29079,1,17,4096
29045,1,3,4096
29036,1,1,4096
29029,1,16,4096
28990,1,8,4096
28954,1,1,4096
28949,1,16,4096
28837,1,2,4096
28806,1,4,4096
28756,1,6,4096
28731,1,1,4096
28729,1,1,4096
28728,1,1,4096
28664,1,3,4096
28646,1,3,4096
28645,1,13,4096
28631,1,3,4096
28630,1,4,4096
28629,1,1,4096
28627,1,5,4096
28619,1,8,4096
28617,1,18,4096
28616,1,1,4096
28602,1,3,4096
28601,1,1,4096
28592,3,13,4096
28589,1,17,4096
28585,1,3,4096
28582,1,6,4096
28581,1,17,4096
28572,1,25,4096
28524,1,16,4096
28403,1,16,4096
28355,1,3,4096
28351,1,4,4096
28348,1,16,4096
28341,1,1,4096
28332,1,4,4096
28324,1,3,4096
28321,1,1,4096
28313,1,9,4096
28308,1,28,4096
28304,1,16,4096
28301,1,8,4096
28295,1,6,4096
28291,1,12,4096
28289,1,3,4096
28275,1,6,4096
28273,1,3,4096
28269,1,25,4096
28262,1,1,4096
28259,1,25,4096
28257,2,21,4096
28251,1,11,4096
28242,1,11,4096
28236,1,29,4096
28234,1,3,4096
28231,1,7,4096
28230,1,14,4096
28227,1,8,4096
28225,1,25,4096
28215,1,21,4096
28204,1,3,4096
28199,1,1,4096
28197,1,1,4096
28190,1,2,4096
28182,1,25,4096
28177,1,21,4096
28176,1,19,4096
28175,1,3,4096
28174,1,8,4096
28172,1,5,4096
28167,1,12,4096
28164,1,17,4096
28162,1,10,4096
28160,1,1,4096
28144,1,6,4096
28143,1,4,4096
28138,1,1,4096
28133,1,13,4096
28127,1,1,4096
28123,1,15,4096
28121,1,5,4096
28094,1,3,4096
28051,1,16,4096
28026,1,16,4096
28008,1,16,4096
27996,1,16,4096
27871,1,12,4096
27828,1,16,4096
27694,1,3,4096
27669,1,13,4096
27656,1,1,4096
27612,1,1,4096
27450,1,3,4096
27403,1,10,4096
27391,1,14,4096
27327,1,2,4096
27316,1,8,4096
27279,1,1,4096
27254,1,1,4096
27183,1,1,4096
26989,1,13,4096
26929,1,1,4096
26862,1,16,4096
26851,1,1,4096
26747,1,4,4096
26674,1,1,4096
26646,1,16,4096
26598,1,10,4096
26562,1,1,4096
26528,1,2,4096
26456,1,3,4096
26326,1,5,4096
26281,1,6,4096
26247,1,18,4096
26231,1,13,4096
26218,1,13,4096
26165,1,2,4096
26107,1,1,4096
26104,1,10,4096
25963,1,1,4096
25817,1,16,4096
25801,1,1,4096
25745,1,1,4096
25695,1,1,4096
25687,1,7,4096
25642,1,2,4096
25627,1,13,4096
25585,1,1,4096
25569,1,4,4096
25545,1,1,4096
25501,1,2,4096
25479,1,3,4096
25431,1,5,4096
25381,1,5,4096
25364,1,16,4096
25305,1,1,4096
25292,1,5,4096
25285,1,1,4096
25267,1,1,4096
25147,1,1,4096
25056,1,1,4096
25048,1,3,4096
25035,1,1,4096
25022,1,1,4096
24993,1,1,4096
24895,1,1,4096
24884,1,1,4096
24880,1,1,4096
24860,1,1,4096
24824,1,1,4096
24767,1,2,4096
24747,1,3,4096
24743,1,2,4096
24657,1,1,4096
24624,1,1,4096
24573,1,4,4096
24555,1,1,4096
24553,1,1,4096
24527,1,16,4096
24507,1,8,4096
24489,1,2,4096
24380,1,9,4096
24293,1,1,4096
24264,1,1,4096
24206,1,18,4096
24199,1,16,4096
24160,1,1,4096
24143,1,1,4096
24111,1,2,4096
24109,1,16,4096
24020,1,17,4096
23967,1,7,4096
23952,1,1,4096
23950,1,1,4096
23934,1,30,4096
23848,1,1,4096
23840,1,1,4096
23836,1,2,4096
23824,1,3,4096
23801,1,1,4096
23798,1,1,4096
23795,1,6,4096
23794,1,1,4096
23773,1,1,4096
23759,1,16,4096
23736,1,2,4096
23703,1,1,4096
23699,1,12,4096
23548,1,1,4096
23497,1,16,4096
23492,1,21,4096
23419,1,3,4096
23416,1,1,4096
23323,1,1,4096
23258,1,1,4096
23251,1,16,4096
23183,1,15,4096
23128,1,4,4096
23092,1,1,4096
23036,1,9,4096
23029,1,9,4096
22879,1,4,4096
22876,1,2,4096
22843,1,12,4096
22800,1,1,4096
22790,1,1,4096
22758,1,16,4096
22734,2,8,4096
22711,1,3,4096
22706,1,5,4096
22650,1,1,4096
22648,1,4,4096
22634,1,1,4096
22515,1,1,4096
22505,1,1,4096
22426,1,5,4096
22386,1,2,4096
22347,1,2,4096
22341,1,11,4096
22320,1,2,4096
22316,1,1,4096
22283,1,16,4096
22247,1,3,4096
22211,1,6,4096
22203,1,16,4096
22171,1,1,4096
22148,1,3,4096
22138,1,1,4096
22129,1,9,4096
22107,1,10,4096
22102,1,17,4096
22068,1,2,4096
22060,1,3,4096
22018,1,1,4096
21863,1,1,4096
21854,1,16,4096
21846,1,17,4096
21663,1,1,4096
21657,2,5,4096
21590,1,1,4096
21577,1,2,4096
21525,1,2,4096
21515,1,1,4096
21484,1,1,4096
21476,1,17,4096
21469,1,1,4096
21465,1,1,4096
21454,1,2,4096
21391,1,1,4096
21364,1,1,4096
21266,1,1,4096
21233,1,1,4096
21222,1,5,4096
21218,1,3,4096
21201,1,2,4096
21199,1,3,4096
21197,1,1,4096
21182,1,4,4096
21175,1,3,4096
21173,1,3,4096
21113,1,6,4096
21076,1,1,4096
21073,1,1,4096
21068,1,1,4096
21045,1,1,4096
21019,1,1,4096
20976,1,1,4096
20918,1,3,4096
20914,1,1,4096
20913,1,1,4096
20899,1,3,4096
20893,1,1,4096
20882,1,3,4096
20865,1,4,4096
20830,1,1,4096
20819,1,1,4096
20800,1,4,4096
20798,1,1,4096
20794,1,1,4096
20793,1,2,4096
20791,1,1,4096
20784,1,1,4096
20768,1,1,4096
20745,1,1,4096
20721,1,2,4096
20720,1,1,4096
20695,1,7,4096
20692,1,2,4096
20623,1,1,4096
20604,1,2,4096
20595,1,1,4096
20580,1,2,4096
20571,1,1,4096
20554,1,3,4096
20553,1,1,4096
20469,1,1,4096
20334,1,16,4096
20329,1,1,4096
20167,1,1,4096
20165,1,1,4096
20155,1,1,4096
20116,1,15,4096
20071,1,4,4096
20058,1,2,4096
20044,1,16,4096
20031,1,1,4096
20030,1,6,4096
19967,1,1,4096
19939,1,1,4096
19935,1,1,4096
19884,1,13,4096
19873,1,16,4096
19856,1,1,4096
19848,1,2,4096
19799,1,3,4096
19763,1,1,4096
19762,1,1,4096
19648,1,5,4096
19646,1,6,4096
19627,1,4,4096
19616,1,1,4096
19600,1,2,4096
19566,1,1,4096
19517,1,1,4096
19477,1,14,4096
19476,1,1,4096
19471,1,3,4096
19371,1,1,4096
19356,1,1,4096
19246,1,1,4096
19236,1,11,4096
19218,1,8,4096
19074,1,2,4096
19062,1,1,4096
19038,1,16,4096
18975,1,1,4096
18950,1,7,4096
18913,1,2,4096
18871,1,1,4096
18841,1,1,4096
18826,1,1,4096
18783,1,1,4096
18650,1,1,4096
18635,1,16,4096
18555,1,1,4096
18547,1,5,4096
18467,1,2,4096
18462,1,16,4096
18424,1,1,4096
18415,1,10,4096
18383,1,1,4096
18362,1,7,4096
18360,1,3,4096
18290,1,1,4096
18289,1,2,4096
18265,1,1,4096
18263,1,1,4096
18257,1,2,4096
18253,1,1,4096
18252,1,1,4096
18224,1,1,4096
18219,1,1,4096
18181,1,3,4096
18179,1,1,4096
18167,1,4,4096
18146,1,1,4096
18143,1,1,4096
18141,1,1,4096
18140,1,1,4096
18127,2,16,4096
18112,1,17,4096
18086,1,5,4096
18074,1,1,4096
18072,1,15,4096
18067,1,1,4096
18056,1,16,4096
18040,1,1,4096
17975,1,16,4096
17953,1,7,4096
17934,1,2,4096
17893,1,3,4096
17845,1,16,4096
17829,1,15,4096
17769,1,18,4096
17721,1,1,4096
17710,1,7,4096
17699,1,1,4096
17650,1,2,4096
17635,1,2,4096
17609,1,2,4096
17548,1,2,4096
17538,1,16,4096
17537,1,17,4096
17513,1,1,4096
17470,1,16,4096
17452,1,3,4096
17450,1,7,4096
17339,1,1,4096
17322,1,1,4096
17210,1,15,4096
17192,1,5,4096
17148,1,16,4096
17062,1,2,4096
16987,1,2,4096
16976,1,1,4096
16954,1,1,4096
16934,1,7,4096
16892,1,1,4096
16891,1,8,4096
16849,1,13,4096
16813,1,1,4096
16803,1,2,4096
16795,1,5,4096
16715,1,1,4096
16712,1,5,4096
16706,1,2,4096
16616,1,1,4096
16529,1,16,4096
16478,1,7,4096
16463,1,5,4096
16403,1,13,4096
16383,1,17,4096
16378,1,1,4096
16363,1,6,4096
16356,1,5,4096
16331,1,1,4096
16314,1,1,4096
16231,1,1,4096
16228,1,1,4096
16147,1,1,4096
16136,1,1,4096
16115,1,12,4096
16108,1,2,4096
16027,1,5,4096
16001,1,1,4096
15984,1,1,4096
15909,1,1,4096
15815,1,1,4096
15814,1,1,4096
15807,1,2,4096
15793,1,2,4096
15788,1,1,4096
15770,1,1,4096
15711,1,3,4096
15668,1,1,4096
15629,1,1,4096
15550,1,1,4096
15519,1,5,4096
15466,1,1,4096
15454,1,3,4096
15437,1,1,4096
15373,1,5,4096
15350,1,1,4096
15304,1,1,4096
15213,1,4,4096
15176,1,14,4096
15154,1,1,4096
15144,1,1,4096
15122,1,2,4096
15118,1,1,4096
15069,1,9,4096
15055,1,1,4096
14926,1,1,4096
14859,1,16,4096
14845,1,1,4096
14841,1,1,4096
14797,1,1,4096
14729,1,6,4096
14713,1,10,4096
14690,1,1,4096
14686,1,16,4096
14653,1,2,4096
14633,1,9,4096
14397,2,1,4096
14368,1,1,4096
14211,1,16,4096
14205,1,1,4096
14164,1,1,4096
14157,1,3,4096
14046,1,1,4096
14032,1,1,4096
13972,1,1,4096
13953,1,1,4096
13894,1,2,4096
13877,1,5,4096
13851,1,4,4096
13793,1,1,4096
13753,1,2,4096
13651,1,1,4096
13625,1,3,4096
13572,1,5,4096
13557,1,1,4096
13537,1,1,4096
13522,1,3,4096
13499,3,7,4096
13380,1,2,4096
13351,1,1,4096
13242,1,4,4096
13183,1,2,4096
13070,1,1,4096
12794,1,5,4096
12734,1,4,4096
12635,1,1,4096
12559,1,1,4096
12545,1,3,4096
12484,1,2,4096
12465,1,1,4096
12326,1,1,4096
12268,1,21,4096
12266,1,8,4096
12214,1,7,4096
12191,1,3,4096
12135,1,2,4096
12103,1,1,4096
12073,1,8,4096
12069,1,1,4096
11949,1,1,4096
11927,1,7,4096
11850,1,1,4096
11713,4,7,4096
11625,1,1,4096
11584,1,3,4096
11560,1,16,4096
11555,1,1,4096
11471,1,1,4096
11440,1,1,4096
11425,1,1,4096
11381,1,3,4096
11142,1,4,4096
11134,1,1,4096
11118,1,1,4096
11093,1,1,4096
11070,1,16,4096
11023,1,1,4096
10940,1,7,4096
10844,1,4,4096
10770,2,5,4096
10736,1,1,4096
10445,1,14,4096
10334,1,1,4096
10320,1,2,4096
10238,1,21,4096
10180,1,1,4096
10146,1,2,4096
10145,2,16,4096
10097,1,5,4096
10076,1,7,4096
10070,1,2,4096
10016,1,1,4096
9990,1,1,4096
9906,1,16,4096
9806,1,3,4096
9763,1,5,4096
9463,1,4,4096
9460,1,1,4096
9435,1,21,4096
9426,1,16,4096
9363,1,1,4096
9162,1,1,4096
9103,1,1,4096
8938,1,1,4096
8849,1,2,4096
8847,1,12,4096
8846,1,1,4096
8834,1,1,4096
8789,1,3,4096
8766,1,1,4096
8726,1,5,4096
8720,1,17,4096
8712,1,5,4096
8711,1,5,4096
8647,1,1,4096
8623,1,1,4096
8510,1,1,4096
8506,1,1,4096
8474,1,16,4096
8440,3,17,4096
8398,1,4,4096
8247,2,16,4096
8246,2,1,4096
8141,1,5,4096
8026,1,17,4096
7805,2,15,4096
7640,1,1,4096
7499,1,11,4096
7494,1,16,4096
7484,1,1,4096
7441,1,1,4096
7306,1,9,4096
7257,2,13,4096
7253,1,1,4096
7191,1,1,4096
7163,1,16,4096
7088,1,2,4096
6989,1,16,4096
6859,1,1,4096
6658,1,1,4096
6566,1,14,4096
6547,1,1,4096
6362,1,1,4096
6352,1,13,4096
5982,1,2,4096
5764,1,8,4096
5708,1,1,4096
5461,1,1,4096
4986,1,1,4096
4977,1,2,4096
4859,1,3,4096
4833,2,15,4096
4832,1,7,4096
4817,1,7,4096
4669,1,16,4096
4310,1,1,4096
4166,1,1,4096
3930,1,4,4096
3713,1,17,4096
3695,1,16,4096
3657,1,2,4096
3608,1,9,4096
3351,1,1,4096
3319,1,1,4096
3288,1,13,4096
3264,1,3,4096
3181,1,8,4096
3140,1,1,4096
2735,1,1,4096
2732,1,2,4096
2726,1,1,4096
2111,1,1,4096
1830,1,1,4096
1676,1,3,4096
1672,1,1,4096
1150,1,1,4096
1145,1,1,4096
825,1,1,4096
676,1,6,4096
161,1,16,4096
106,1,10,4096
395647,1,11,3840
395088,2,15,3840
394700,1,16,3840
393397,1,4,3840
393301,1,5,3840
267562,2,11,3840
264959,4,18,3840
263766,2,11,3840
263611,1,16,3840
263469,1,14,3840
263249,1,15,3840
262867,1,16,3840
262786,3,12,3840
262628,2,15,3840
262393,1,18,3840
262149,1,9,3840
205827,1,5,3840
204287,1,12,3840
202829,1,6,3840
200966,1,9,3840
199118,1,5,3840
199008,1,5,3840
198820,1,9,3840
198454,1,5,3840
198218,2,6,3840
198004,2,4,3840
197893,3,15,3840
197886,1,8,3840
197617,2,5,3840
197309,1,7,3840
197002,4,9,3840
196828,1,12,3840
196713,1,15,3840
196708,1,13,3840
136950,1,15,3840
135543,1,6,3840
135330,1,21,3840
134785,3,15,3840
134319,1,15,3840
134254,1,15,3840
134021,1,15,3840
133747,1,15,3840
133590,1,15,3840
133549,1,17,3840
133311,3,12,3840
133234,3,15,3840
132774,2,15,3840
63442,1,9,3840
63113,1,12,3840
62798,3,6,3840
62705,1,15,3840
62605,1,4,3840
62196,1,4,3840
61431,2,12,3840
61408,1,17,3840
61049,2,12,3840
61026,3,9,3840
60663,1,15,3840
60110,3,6,3840
59931,2,15,3840
59862,1,19,3840
59711,1,8,3840
59675,1,10,3840
59216,1,15,3840
59161,1,15,3840
58580,2,17,3840
57918,2,10,3840
57763,2,5,3840
56740,3,15,3840
56696,1,15,3840
56676,1,7,3840
56514,5,8,3840
56389,1,15,3840
56274,1,10,3840
55406,2,18,3840
55142,1,5,3840
55044,2,14,3840
54989,1,13,3840
54814,1,8,3840
54718,1,8,3840
54548,1,7,3840
54533,1,6,3840
54503,1,8,3840
53464,1,15,3840
53401,1,16,3840
53064,1,5,3840
52869,2,23,3840
52461,1,6,3840
52129,1,15,3840
52048,3,7,3840
51765,3,13,3840
51528,5,19,3840
51185,1,8,3840
50987,1,15,3840
50676,1,15,3840
50550,1,15,3840
50352,2,9,3840
49980,1,4,3840
49609,1,10,3840
49546,1,9,3840
49413,1,7,3840
49290,1,4,3840
49156,1,4,3840
48904,1,16,3840
48115,2,9,3840
47302,1,4,3840
47140,2,8,3840
45991,1,6,3840
45498,1,23,3840
45376,1,15,3840
45181,1,8,3840
45170,2,5,3840
44894,6,21,3840
44838,2,5,3840
44709,2,18,3840
44549,1,4,3840
44257,1,15,3840
44229,1,6,3840
43769,3,10,3840
43720,2,4,3840
43364,1,17,3840
43342,1,9,3840
43277,1,7,3840
43073,1,6,3840
42510,2,7,3840
42369,1,5,3840
41959,1,9,3840
41794,1,6,3840
41616,1,16,3840
41554,3,7,3840
41023,2,9,3840
40844,1,15,3840
40731,2,17,3840
40727,1,15,3840
40496,1,4,3840
40475,1,7,3840
40386,1,15,3840
40026,1,15,3840
39915,1,15,3840
39839,2,5,3840
39310,2,4,3840
39249,3,9,3840
38915,2,4,3840
38148,2,17,3840
38110,1,8,3840
37942,1,15,3840
37406,1,5,3840
37305,3,13,3840
36591,1,14,3840
36253,3,4,3840
35977,1,11,3840
34704,3,15,3840
34326,3,8,3840
33459,1,8,3840
33052,1,6,3840
33028,1,15,3840
32829,1,5,3840
31814,1,15,3840
31775,1,15,3840
31653,1,15,3840
31547,1,14,3840
31180,1,15,3840
31178,1,13,3840
30335,1,4,3840
29883,1,15,3840
29841,1,12,3840
29626,1,6,3840
29443,2,4,3840
29305,3,5,3840
28534,1,10,3840
28150,1,10,3840
28129,1,15,3840
27868,1,8,3840
27756,1,15,3840
27727,1,15,3840
27697,1,15,3840
27640,1,5,3840
27263,1,9,3840
27006,3,6,3840
26959,1,13,3840
26867,1,5,3840
26838,1,10,3840
26739,2,13,3840
26485,1,15,3840
26394,1,8,3840
26265,1,8,3840
25816,1,11,3840
25813,1,9,3840
25289,1,8,3840
25259,3,10,3840
24991,1,4,3840
24846,1,15,3840
24700,4,11,3840
23975,1,4,3840
23566,1,15,3840
23317,1,4,3840
23294,1,6,3840
23181,1,13,3840
22807,1,15,3840
22743,1,7,3840
22180,1,8,3840
21973,1,15,3840
21896,1,15,3840
21741,1,15,3840
21603,1,8,3840
21161,1,6,3840
21087,1,4,3840
21086,1,13,3840
21051,1,15,3840
20765,1,7,3840
20750,2,5,3840
20650,1,13,3840
20462,1,15,3840
20303,1,4,3840
20300,1,5,3840
20082,1,4,3840
19977,1,11,3840
19613,1,7,3840
19472,1,5,3840
19116,1,9,3840
19076,1,15,3840
18817,1,14,3840
18803,1,12,3840
18694,1,4,3840
18438,1,15,3840
18343,1,7,3840
17981,3,16,3840
17817,1,16,3840
17368,1,4,3840
17056,1,11,3840
16843,1,12,3840
16668,3,11,3840
16220,1,5,3840
16130,3,15,3840
16096,1,15,3840
15347,1,13,3840
15072,1,12,3840
14762,1,12,3840
14317,1,15,3840
14163,1,15,3840
13859,1,7,3840
13675,1,10,3840
13382,2,4,3840
11667,1,11,3840
11288,1,4,3840
9655,1,15,3840
9501,1,15,3840
9180,1,15,3840
9100,1,9,3840
8729,1,10,3840
8423,1,6,3840
8116,1,10,3840
7703,1,15,3840
6881,5,8,3840
4594,2,14,3840
4543,1,14,3840
4382,1,15,3840
3719,1,15,3840
3584,1,12,3840
3555,1,12,3840
2590,1,5,3840
1663,1,5,3840
1645,5,8,3840
1598,1,15,3840
1591,1,4,3840
1531,1,12,3840
1435,1,8,3840
1399,1,15,3840
1286,1,14,3840
396434,2,5,3584
396097,1,4,3584
396037,1,14,3584
395366,1,14,3584
394911,1,6,3584
394752,1,13,3584
394715,1,8,3584
394541,1,8,3584
394094,1,14,3584
394073,1,5,3584
393857,1,14,3584
393737,1,14,3584
393536,2,11,3584
393494,1,6,3584
266294,4,9,3584
266088,4,14,3584
264229,3,17,3584
264033,4,15,3584
264009,2,23,3584
263801,2,14,3584
263026,1,14,3584
262772,2,13,3584
262615,1,8,3584
262474,3,23,3584
262300,2,22,3584
207239,1,4,3584
207050,1,17,3584
207029,1,8,3584
206278,1,5,3584
206212,2,5,3584
205996,5,9,3584
205352,1,4,3584
204850,1,10,3584
203718,1,14,3584
203389,1,5,3584
202883,1,9,3584
202553,1,5,3584
202207,2,5,3584
202169,1,7,3584
202161,1,13,3584
201984,2,5,3584
201343,1,3,3584
201058,1,18,3584
200156,1,5,3584
199980,1,6,3584
199809,1,10,3584
199738,2,15,3584
199669,1,4,3584
198720,5,12,3584
198709,3,4,3584
198622,1,12,3584
198050,1,3,3584
198031,1,4,3584
197834,1,6,3584
197738,1,3,3584
197711,1,5,3584
197352,1,5,3584
197336,1,4,3584
197312,1,10,3584
197113,1,5,3584
196928,1,4,3584
136233,3,15,3584
135706,1,9,3584
135610,1,21,3584
135577,1,8,3584
135423,4,12,3584
135354,1,16,3584
135352,2,5,3584
135307,3,14,3584
134651,2,11,3584
133848,1,7,3584
133664,3,14,3584
133011,5,14,3584
132863,2,5,3584
132347,3,14,3584
131477,5,13,3584
131460,1,14,3584
131353,1,17,3584
63494,3,16,3584
63251,2,7,3584
63112,1,14,3584
62923,1,6,3584
62261,3,13,3584
61493,1,14,3584
61452,5,14,3584
61287,4,6,3584
60893,1,5,3584
60679,5,14,3584
60589,2,5,3584
60350,1,6,3584
60241,4,7,3584
60022,2,7,3584
59668,1,4,3584
59533,1,13,3584
59516,3,4,3584
58955,1,10,3584
58945,2,14,3584
58791,2,4,3584
58583,1,5,3584
58491,1,9,3584
58452,2,14,3584
57994,1,14,3584
57988,1,17,3584
57936,1,3,3584
57811,4,13,3584
57667,1,14,3584
57643,1,4,3584
57474,3,14,3584
57468,1,4,3584
56909,1,12,3584
56867,1,4,3584
56681,1,3,3584
56542,1,7,3584
55958,1,7,3584
55828,2,15,3584
55772,3,16,3584
55765,2,4,3584
55705,1,14,3584
55639,1,11,3584
55569,1,10,3584
55545,1,16,3584
55429,1,4,3584
55427,1,10,3584
55405,1,7,3584
55350,3,9,3584
54624,1,6,3584
54431,1,6,3584
54044,2,14,3584
53956,1,8,3584
53813,1,18,3584
53577,1,10,3584
53492,1,10,3584
52906,2,9,3584
52236,1,17,3584
52020,1,3,3584
51942,2,5,3584
51825,1,22,3584
51813,3,12,3584
51783,2,6,3584
51616,1,4,3584
51464,3,13,3584
51401,1,3,3584
51200,2,11,3584
51068,1,4,3584
51060,1,3,3584
50993,2,8,3584
50937,1,3,3584
50858,1,3,3584
50840,1,14,3584
50398,2,4,3584
50392,3,14,3584
50297,1,11,3584
50121,2,3,3584
50048,1,3,3584
49983,1,4,3584
49906,1,11,3584
49787,1,3,3584
49769,1,10,3584
49683,1,14,3584
49673,4,11,3584
49561,1,3,3584
49371,3,4,3584
49058,2,5,3584
48915,1,6,3584
48758,1,3,3584
48725,1,17,3584
48707,1,9,3584
48614,3,9,3584
47833,1,7,3584
47801,1,4,3584
47711,1,4,3584
47421,1,3,3584
46549,1,3,3584
46318,1,14,3584
45910,1,14,3584
45766,1,21,3584
45688,1,5,3584
45469,1,14,3584
45272,1,14,3584
45050,1,3,3584
45048,1,7,3584
44922,1,14,3584
44741,1,4,3584
44527,1,10,3584
44286,2,3,3584
44081,1,3,3584
43683,1,4,3584
43620,1,3,3584
43050,1,3,3584
42998,1,5,3584
42789,1,3,3584
42753,4,4,3584
42655,1,10,3584
42363,1,11,3584
42352,3,17,3584
41714,1,11,3584
41354,1,4,3584
40839,1,10,3584
40772,1,19,3584
40526,1,8,3584
40033,1,16,3584
39884,1,3,3584
39837,2,3,3584
39664,2,14,3584
39422,2,15,3584
39351,2,11,3584
